Testing size of 20000--------------,,,,Recursion limit (x),20k,40k,60k,80k,100k,200k,400k,500k,550k,600k,670k,700k,800k,1 million,2 million,3 million,4 million,5 million ,6 million,8 million,
274,4072,,,,,,,,,,,,,,,,,,,,,,,,
276,4134,,,,,,,,,,,,,,,,,,,,,,,,
278,4268,,,,,,,,,,,,,,,,,,,,,,,,
280,4069,,,,,,,,,,,,,,,,,,,,,,,,
282,4135,,,,,,,,,,,,,,,,,,,,,,,,
284,4141,,,,,,,,,,,,,,,,,,,,,,,,
286,4240,,,,,,,,,,,,,,,,,,,,,,,,
288,4077,,,,,,,,,,,,,,,,,,,,,,,,
290,4166,,,,,,,,,,,,,,,,,,,,,,,,
292,4186,,,,,,,,,,,,,,,,,,,,,,,,
294,4406,,,,,,,,,,,,,,,,,,,,,,,,
296,4536,,,,,,,,,,,,,,,,,,,,,,,,
298,4189,,,,,,,,,,,,,,,,,,,,,,,,
300,4259,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Testing size of 4000000--------------,,,,,,,,,,,,,,,,,,,,,,,,,
2,2283,,,,,,,,,,,,,,,,,,,,,,,,
4,2118,,,,,,,,,,,,,,,,,,,,,,,,
6,1867,,,,,,,,,,,,,,,,,,,,,,,,
8,2160,,,,,,,,,,,,,,,,,,,,,,,,
10,2186,,,,,,,,,,,,,,,,,,,,,,,,
12,1886,,,,,,,,,,,,,,,,,,,,,,,,
14,1735,,,,,,,,,,,,,,,,,,,,,,,,
16,1767,,,,,,,,,,,,,,,,,,,,,,,,
18,2304,,,,,,,,,,,,,,,,,,,,,,,,
20,2049,,,,,,,,,,,,,,,,,,,,,,,,
22,1980,,,,,,,,,,,,,,,,,,,,,,,,
24,1831,,,,,,,,,,,,,,,,,,,,,,,,
26,1793,,,,,,,,,,,,,,,,,,,,,,,,
28,2532,,,,,,,,,,,,,,,,,,,,,,,,
30,97168,,,,,,,,,,,,,,,,,,,,,,,,
32,7145,,,,,,,,,,,,,,,,,,,,,,,,
34,3938,,,,,,,,,,,,,,,,,,,,,,,,
36,1920,,,,,,,,,,,,,,,,,,,,,,,,
38,1750,,,,,,,,,,,,,,,,,,,,,,,,
40,1766,,,,,,,,,,,,,,,,,,,,,,,,
42,1725,,,,,,,,,,,,,,,,,,,,,,,,
44,1780,,,,,,,,,,,,,,,,,,,,,,,,
46,1803,,,,,,,,,,,,,,,,,,,,,,,,
48,1972,,,,,,,,,,,,,,,,,,,,,,,,
50,1789,,,,,,,,,,,,,,,,,,,,,,,,
52,1787,,,,,,,,,,,,,,,,,,,,,,,,
54,1799,,,,,,,,,,,,,,,,,,,,,,,,
56,1798,,,,,,,,,,,,,,,,,,,,,,,,
58,1879,,,,,,,,,,,,,,,,,,,,,,,,
60,1819,,,,,,,,,,,,,,,,,,,,,,,,
62,1880,,,,,,,,,,,,,,,,,,,,,,,,
64,1853,,,,,,,,,,,,,,,,,,,,,,,,
66,1862,,,,,,,,,,,,,,,,,,,,,,,,
68,1892,,,,,,,,,,,,,,,,,,,,,,,,
70,1899,,,,,,,,,,,,,,,,,,,,,,,,
72,1891,,,,,,,,,,,,,,,,,,,,,,,,
74,1940,,,,,,,,,,,,,,,,,,,,,,,,
76,1905,,,,,,,,,,,,,,,,,,,,,,,,
78,1943,,,,,,,,,,,,,,,,,,,,,,,,
80,1931,,,,,,,,,,,,,,,,,,,,,,,,
82,1927,,,,,,,,,,,,,,,,,,,,,,,,
84,1971,,,,,,,,,,,,,,,,,,,,,,,,
86,2046,,,,,,,,,,,,,,,,,,,,,,,,
88,2029,,,,,,,,,,,,,,,,,,,,,,,,
90,1990,,,,,,,,,,,,,,,,,,,,,,,,
92,2045,,,,,,,,,,,,,,,,,,,,,,,,
94,2060,,,,,,,,,,,,,,,,,,,,,,,,
96,2063,,,,,,,,,,,,,,,,,,,,,,,,
98,2096,,,,,,,,,,,,,,,,,,,,,,,,
100,2078,,,,,,,,,,,,,,,,,,,,,,,,
102,2280,,,,,,,,,,,,,,,,,,,,,,,,
104,2186,,,,,,,,,,,,,,,,,,,,,,,,
106,2114,,,,,,,,,,,,,,,,,,,,,,,,
108,2283,,,,,,,,,,,,,,,,,,,,,,,,
110,2227,,,,,,,,,,,,,,,,,,,,,,,,
112,2234,,,,,,,,,,,,,,,,,,,,,,,,
114,2194,,,,,,,,,,,,,,,,,,,,,,,,
116,2212,,,,,,,,,,,,,,,,,,,,,,,,
118,2221,,,,,,,,,,,,,,,,,,,,,,,,
120,2306,,,,,,,,,,,,,,,,,,,,,,,,
122,2277,,,,,,,,,,,,,,,,,,,,,,,,
124,2328,,,,,,,,,,,,,,,,,,,,,,,,
126,2339,,,,,,,,,,,,,,,,,,,,,,,,
128,2912,,,,,,,,,,,,,,,,,,,,,,,,
130,2325,,,,,,,,,,,,,,,,,,,,,,,,
132,2360,,,,,,,,,,,,,,,,,,,,,,,,
134,2322,,,,,,,,,,,,,,,,,,,,,,,,
136,2336,,,,,,,,,,,,,,,,,,,,,,,,
138,2407,,,,,,,,,,,,,,,,,,,,,,,,
140,2369,,,,,,,,,,,,,,,,,,,,,,,,
142,3696,,,,,,,,,,,,,,,,,,,,,,,,
144,4213,,,,,,,,,,,,,,,,,,,,,,,,
146,2866,,,,,,,,,,,,,,,,,,,,,,,,
148,3032,,,,,,,,,,,,,,,,,,,,,,,,
150,2779,,,,,,,,,,,,,,,,,,,,,,,,
152,2568,,,,,,,,,,,,,,,,,,,,,,,,
154,2660,,,,,,,,,,,,,,,,,,,,,,,,
156,2615,,,,,,,,,,,,,,,,,,,,,,,,
158,2608,,,,,,,,,,,,,,,,,,,,,,,,
160,2626,,,,,,,,,,,,,,,,,,,,,,,,
162,2640,,,,,,,,,,,,,,,,,,,,,,,,
164,2719,,,,,,,,,,,,,,,,,,,,,,,,
166,2711,,,,,,,,,,,,,,,,,,,,,,,,
168,2710,,,,,,,,,,,,,,,,,,,,,,,,
170,2756,,,,,,,,,,,,,,,,,,,,,,,,
172,2728,,,,,,,,,,,,,,,,,,,,,,,,
174,2763,,,,,,,,,,,,,,,,,,,,,,,,
176,2833,,,,,,,,,,,,,,,,,,,,,,,,
178,2857,,,,,,,,,,,,,,,,,,,,,,,,
180,2859,,,,,,,,,,,,,,,,,,,,,,,,
182,2902,,,,,,,,,,,,,,,,,,,,,,,,
184,2878,,,,,,,,,,,,,,,,,,,,,,,,
186,2921,,,,,,,,,,,,,,,,,,,,,,,,
188,2949,,,,,,,,,,,,,,,,,,,,,,,,
190,2912,,,,,,,,,,,,,,,,,,,,,,,,
192,3046,,,,,,,,,,,,,,,,,,,,,,,,
194,3179,,,,,,,,,,,,,,,,,,,,,,,,
196,3049,,,,,,,,,,,,,,,,,,,,,,,,
198,2991,,,,,,,,,,,,,,,,,,,,,,,,
200,3063,,,,,,,,,,,,,,,,,,,,,,,,
202,3024,,,,,,,,,,,,,,,,,,,,,,,,
204,3070,,,,,,,,,,,,,,,,,,,,,,,,
206,3269,,,,,,,,,,,,,,,,,,,,,,,,
208,3123,,,,,,,,,,,,,,,,,,,,,,,,
210,3284,,,,,,,,,,,,,,,,,,,,,,,,
212,3101,,,,,,,,,,,,,,,,,,,,,,,,
214,3164,,,,,,,,,,,,,,,,,,,,,,,,
216,3183,,,,,,,,,,,,,,,,,,,,,,,,
218,4069,,,,,,,,,,,,,,,,,,,,,,,,
220,3762,,,,,,,,,,,,,,,,,,,,,,,,
222,3160,,,,,,,,,,,,,,,,,,,,,,,,
224,3158,,,,,,,,,,,,,,,,,,,,,,,,
226,3209,,,,,,,,,,,,,,,,,,,,,,,,
228,3203,,,,,,,,,,,,,,,,,,,,,,,,
230,3714,,,,,,,,,,,,,,,,,,,,,,,,
232,3243,,,,,,,,,,,,,,,,,,,,,,,,
234,3257,,,,,,,,,,,,,,,,,,,,,,,,
236,3223,,,,,,,,,,,,,,,,,,,,,,,,
238,3294,,,,,,,,,,,,,,,,,,,,,,,,
240,3281,,,,,,,,,,,,,,,,,,,,,,,,
242,3390,,,,,,,,,,,,,,,,,,,,,,,,
244,3327,,,,,,,,,,,,,,,,,,,,,,,,
246,3396,,,,,,,,,,,,,,,,,,,,,,,,
248,3234,,,,,,,,,,,,,,,,,,,,,,,,
250,3299,,,,,,,,,,,,,,,,,,,,,,,,
252,3333,,,,,,,,,,,,,,,,,,,,,,,,
254,3385,,,,,,,,,,,,,,,,,,,,,,,,
256,3417,,,,,,,,,,,,,,,,,,,,,,,,
258,3399,,,,,,,,,,,,,,,,,,,,,,,,
260,3300,,,,,,,,,,,,,,,,,,,,,,,,
262,3347,,,,,,,,,,,,,,,,,,,,,,,,
264,3328,,,,,,,,,,,,,,,,,,,,,,,,
266,3610,,,,,,,,,,,,,,,,,,,,,,,,
268,3444,,,,,,,,,,,,,,,,,,,,,,,,
270,3544,,,,,,,,,,,,,,,,,,,,,,,,
272,3497,,,,,,,,,,,,,,,,,,,,,,,,
274,3436,,,,,,,,,,,,,,,,,,,,,,,,
276,3471,,,,,,,,,,,,,,,,,,,,,,,,
278,3490,,,,,,,,,,,,,,,,,,,,,,,,
280,3495,,,,,,,,,,,,,,,,,,,,,,,,
282,3451,,,,,,,,,,,,,,,,,,,,,,,,
284,3425,,,,,,,,,,,,,,,,,,,,,,,,
286,3510,,,,,,,,,,,,,,,,,,,,,,,,
288,3588,,,,,,,,,,,,,,,,,,,,,,,,
290,3924,,,,,,,,,,,,,,,,,,,,,,,,
292,6091,,,,,,,,,,,,,,,,,,,,,,,,
294,6909,,,,,,,,,,,,,,,,,,,,,,,,
296,4462,,,,,,,,,,,,,,,,,,,,,,,,
298,5546,,,,,,,,,,,,,,,,,,,,,,,,
300,4944,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Testing size of 5000000--------------,,,,,,,,,,,,,,,,,,,,,,,,,
2,3382,,,,,,,,,,,,,,,,,,,,,,,,
4,3360,,,,,,,,,,,,,,,,,,,,,,,,
6,3282,,,,,,,,,,,,,,,,,,,,,,,,
8,3402,,,,,,,,,,,,,,,,,,,,,,,,
10,3345,,,,,,,,,,,,,,,,,,,,,,,,
12,3452,,,,,,,,,,,,,,,,,,,,,,,,
14,3622,,,,,,,,,,,,,,,,,,,,,,,,
16,3618,,,,,,,,,,,,,,,,,,,,,,,,
18,3458,,,,,,,,,,,,,,,,,,,,,,,,
20,4330,,,,,,,,,,,,,,,,,,,,,,,,
22,5300,,,,,,,,,,,,,,,,,,,,,,,,
24,3435,,,,,,,,,,,,,,,,,,,,,,,,
26,4156,,,,,,,,,,,,,,,,,,,,,,,,
28,3540,,,,,,,,,,,,,,,,,,,,,,,,
30,3464,,,,,,,,,,,,,,,,,,,,,,,,
32,3523,,,,,,,,,,,,,,,,,,,,,,,,
34,3557,,,,,,,,,,,,,,,,,,,,,,,,
36,3602,,,,,,,,,,,,,,,,,,,,,,,,
38,4164,,,,,,,,,,,,,,,,,,,,,,,,
40,3692,,,,,,,,,,,,,,,,,,,,,,,,
42,3541,,,,,,,,,,,,,,,,,,,,,,,,
44,3834,,,,,,,,,,,,,,,,,,,,,,,,
46,3672,,,,,,,,,,,,,,,,,,,,,,,,
48,3966,,,,,,,,,,,,,,,,,,,,,,,,
50,3908,,,,,,,,,,,,,,,,,,,,,,,,
52,3782,,,,,,,,,,,,,,,,,,,,,,,,
54,3794,,,,,,,,,,,,,,,,,,,,,,,,
56,3866,,,,,,,,,,,,,,,,,,,,,,,,
58,3936,,,,,,,,,,,,,,,,,,,,,,,,
60,3985,,,,,,,,,,,,,,,,,,,,,,,,
62,3959,,,,,,,,,,,,,,,,,,,,,,,,
64,4066,,,,,,,,,,,,,,,,,,,,,,,,
66,3938,,,,,,,,,,,,,,,,,,,,,,,,
68,3919,,,,,,,,,,,,,,,,,,,,,,,,
70,3964,,,,,,,,,,,,,,,,,,,,,,,,
72,4123,,,,,,,,,,,,,,,,,,,,,,,,
74,4337,,,,,,,,,,,,,,,,,,,,,,,,
76,3999,,,,,,,,,,,,,,,,,,,,,,,,
78,4181,,,,,,,,,,,,,,,,,,,,,,,,
80,3990,,,,,,,,,,,,,,,,,,,,,,,,
82,3980,,,,,,,,,,,,,,,,,,,,,,,,
84,4002,,,,,,,,,,,,,,,,,,,,,,,,
86,4010,,,,,,,,,,,,,,,,,,,,,,,,
88,4393,,,,,,,,,,,,,,,,,,,,,,,,
90,4087,,,,,,,,,,,,,,,,,,,,,,,,
92,4109,,,,,,,,,,,,,,,,,,,,,,,,
94,4310,,,,,,,,,,,,,,,,,,,,,,,,
96,4863,,,,,,,,,,,,,,,,,,,,,,,,
98,4416,,,,,,,,,,,,,,,,,,,,,,,,
100,4620,,,,,,,,,,,,,,,,,,,,,,,,
102,5038,,,,,,,,,,,,,,,,,,,,,,,,
104,4282,,,,,,,,,,,,,,,,,,,,,,,,
106,4209,,,,,,,,,,,,,,,,,,,,,,,,
108,4228,,,,,,,,,,,,,,,,,,,,,,,,
110,4213,,,,,,,,,,,,,,,,,,,,,,,,
112,4311,,,,,,,,,,,,,,,,,,,,,,,,
114,4278,,,,,,,,,,,,,,,,,,,,,,,,
116,4331,,,,,,,,,,,,,,,,,,,,,,,,
118,4613,,,,,,,,,,,,,,,,,,,,,,,,
120,4374,,,,,,,,,,,,,,,,,,,,,,,,
122,4357,,,,,,,,,,,,,,,,,,,,,,,,
124,4458,,,,,,,,,,,,,,,,,,,,,,,,
126,4502,,,,,,,,,,,,,,,,,,,,,,,,
128,4413,,,,,,,,,,,,,,,,,,,,,,,,
130,4477,,,,,,,,,,,,,,,,,,,,,,,,
132,4515,,,,,,,,,,,,,,,,,,,,,,,,
134,4491,,,,,,,,,,,,,,,,,,,,,,,,
136,4682,,,,,,,,,,,,,,,,,,,,,,,,
138,5121,,,,,,,,,,,,,,,,,,,,,,,,
140,4834,,,,,,,,,,,,,,,,,,,,,,,,
142,4666,,,,,,,,,,,,,,,,,,,,,,,,
144,4639,,,,,,,,,,,,,,,,,,,,,,,,
146,4745,,,,,,,,,,,,,,,,,,,,,,,,
148,4674,,,,,,,,,,,,,,,,,,,,,,,,
150,4707,,,,,,,,,,,,,,,,,,,,,,,,
152,4862,,,,,,,,,,,,,,,,,,,,,,,,
154,4925,,,,,,,,,,,,,,,,,,,,,,,,
156,4716,,,,,,,,,,,,,,,,,,,,,,,,
158,4792,,,,,,,,,,,,,,,,,,,,,,,,
160,5027,,,,,,,,,,,,,,,,,,,,,,,,
162,4719,,,,,,,,,,,,,,,,,,,,,,,,
164,4873,,,,,,,,,,,,,,,,,,,,,,,,
166,4884,,,,,,,,,,,,,,,,,,,,,,,,
168,4843,,,,,,,,,,,,,,,,,,,,,,,,
170,4766,,,,,,,,,,,,,,,,,,,,,,,,
172,4832,,,,,,,,,,,,,,,,,,,,,,,,
174,5100,,,,,,,,,,,,,,,,,,,,,,,,
176,5029,,,,,,,,,,,,,,,,,,,,,,,,
178,5016,,,,,,,,,,,,,,,,,,,,,,,,
180,5041,,,,,,,,,,,,,,,,,,,,,,,,
182,5310,,,,,,,,,,,,,,,,,,,,,,,,
184,5073,,,,,,,,,,,,,,,,,,,,,,,,
186,5614,,,,,,,,,,,,,,,,,,,,,,,,
188,5116,,,,,,,,,,,,,,,,,,,,,,,,
190,5601,,,,,,,,,,,,,,,,,,,,,,,,
192,5512,,,,,,,,,,,,,,,,,,,,,,,,
194,5410,,,,,,,,,,,,,,,,,,,,,,,,
196,5989,,,,,,,,,,,,,,,,,,,,,,,,
198,5274,,,,,,,,,,,,,,,,,,,,,,,,
200,5235,,,,,,,,,,,,,,,,,,,,,,,,
202,5237,,,,,,,,,,,,,,,,,,,,,,,,
204,5338,,,,,,,,,,,,,,,,,,,,,,,,
206,5282,,,,,,,,,,,,,,,,,,,,,,,,
208,5351,,,,,,,,,,,,,,,,,,,,,,,,
210,5346,,,,,,,,,,,,,,,,,,,,,,,,
212,5296,,,,,,,,,,,,,,,,,,,,,,,,
214,5435,,,,,,,,,,,,,,,,,,,,,,,,
216,5294,,,,,,,,,,,,,,,,,,,,,,,,
218,5506,,,,,,,,,,,,,,,,,,,,,,,,
220,5508,,,,,,,,,,,,,,,,,,,,,,,,
222,5428,,,,,,,,,,,,,,,,,,,,,,,,
224,5444,,,,,,,,,,,,,,,,,,,,,,,,
226,5418,,,,,,,,,,,,,,,,,,,,,,,,
228,5481,,,,,,,,,,,,,,,,,,,,,,,,
230,5393,,,,,,,,,,,,,,,,,,,,,,,,
232,5463,,,,,,,,,,,,,,,,,,,,,,,,
234,5900,,,,,,,,,,,,,,,,,,,,,,,,
236,5459,,,,,,,,,,,,,,,,,,,,,,,,
238,5576,,,,,,,,,,,,,,,,,,,,,,,,
240,5613,,,,,,,,,,,,,,,,,,,,,,,,
242,5614,,,,,,,,,,,,,,,,,,,,,,,,
244,5656,,,,,,,,,,,,,,,,,,,,,,,,
246,5839,,,,,,,,,,,,,,,,,,,,,,,,
248,5736,,,,,,,,,,,,,,,,,,,,,,,,
250,5737,,,,,,,,,,,,,,,,,,,,,,,,
252,5793,,,,,,,,,,,,,,,,,,,,,,,,
254,5948,,,,,,,,,,,,,,,,,,,,,,,,
256,5853,,,,,,,,,,,,,,,,,,,,,,,,
258,5853,,,,,,,,,,,,,,,,,,,,,,,,
260,5878,,,,,,,,,,,,,,,,,,,,,,,,
262,6080,,,,,,,,,,,,,,,,,,,,,,,,
264,5999,,,,,,,,,,,,,,,,,,,,,,,,
266,5883,,,,,,,,,,,,,,,,,,,,,,,,
268,6003,,,,,,,,,,,,,,,,,,,,,,,,
270,6085,,,,,,,,,,,,,,,,,,,,,,,,
272,5971,,,,,,,,,,,,,,,,,,,,,,,,
274,6219,,,,,,,,,,,,,,,,,,,,,,,,
276,6098,,,,,,,,,,,,,,,,,,,,,,,,
278,6008,,,,,,,,,,,,,,,,,,,,,,,,
280,6160,,,,,,,,,,,,,,,,,,,,,,,,
282,6080,,,,,,,,,,,,,,,,,,,,,,,,
284,6024,,,,,,,,,,,,,,,,,,,,,,,,
286,6174,,,,,,,,,,,,,,,,,,,,,,,,
288,6314,,,,,,,,,,,,,,,,,,,,,,,,
290,6107,,,,,,,,,,,,,,,,,,,,,,,,
292,6330,,,,,,,,,,,,,,,,,,,,,,,,
294,6263,,,,,,,,,,,,,,,,,,,,,,,,
296,6287,,,,,,,,,,,,,,,,,,,,,,,,
298,6204,,,,,,,,,,,,,,,,,,,,,,,,
300,6269,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Testing size of 6000000--------------,,,,,,,,,,,,,,,,,,,,,,,,,
2,4131,,,,,,,,,,,,,,,,,,,,,,,,
4,4122,,,,,,,,,,,,,,,,,,,,,,,,
6,4306,,,,,,,,,,,,,,,,,,,,,,,,
8,4192,,,,,,,,,,,,,,,,,,,,,,,,
10,4198,,,,,,,,,,,,,,,,,,,,,,,,
12,4222,,,,,,,,,,,,,,,,,,,,,,,,
14,4209,,,,,,,,,,,,,,,,,,,,,,,,
16,4046,,,,,,,,,,,,,,,,,,,,,,,,
18,4428,,,,,,,,,,,,,,,,,,,,,,,,
20,4204,,,,,,,,,,,,,,,,,,,,,,,,
22,4106,,,,,,,,,,,,,,,,,,,,,,,,
24,4151,,,,,,,,,,,,,,,,,,,,,,,,
26,4308,,,,,,,,,,,,,,,,,,,,,,,,
28,4281,,,,,,,,,,,,,,,,,,,,,,,,
30,4178,,,,,,,,,,,,,,,,,,,,,,,,
32,4217,,,,,,,,,,,,,,,,,,,,,,,,
34,5480,,,,,,,,,,,,,,,,,,,,,,,,
36,4387,,,,,,,,,,,,,,,,,,,,,,,,
38,4455,,,,,,,,,,,,,,,,,,,,,,,,
40,4362,,,,,,,,,,,,,,,,,,,,,,,,
42,4447,,,,,,,,,,,,,,,,,,,,,,,,
44,4635,,,,,,,,,,,,,,,,,,,,,,,,
46,4720,,,,,,,,,,,,,,,,,,,,,,,,
48,4856,,,,,,,,,,,,,,,,,,,,,,,,
50,4530,,,,,,,,,,,,,,,,,,,,,,,,
52,4484,,,,,,,,,,,,,,,,,,,,,,,,
54,4578,,,,,,,,,,,,,,,,,,,,,,,,
56,4693,,,,,,,,,,,,,,,,,,,,,,,,
58,4593,,,,,,,,,,,,,,,,,,,,,,,,
60,4515,,,,,,,,,,,,,,,,,,,,,,,,
62,4578,,,,,,,,,,,,,,,,,,,,,,,,
64,4589,,,,,,,,,,,,,,,,,,,,,,,,
66,4678,,,,,,,,,,,,,,,,,,,,,,,,
68,4755,,,,,,,,,,,,,,,,,,,,,,,,
70,4807,,,,,,,,,,,,,,,,,,,,,,,,
72,5116,,,,,,,,,,,,,,,,,,,,,,,,
74,4733,,,,,,,,,,,,,,,,,,,,,,,,
76,4871,,,,,,,,,,,,,,,,,,,,,,,,
78,4818,,,,,,,,,,,,,,,,,,,,,,,,
80,4950,,,,,,,,,,,,,,,,,,,,,,,,
82,4781,,,,,,,,,,,,,,,,,,,,,,,,
84,4981,,,,,,,,,,,,,,,,,,,,,,,,
86,5055,,,,,,,,,,,,,,,,,,,,,,,,
88,5143,,,,,,,,,,,,,,,,,,,,,,,,
90,5102,,,,,,,,,,,,,,,,,,,,,,,,
92,5047,,,,,,,,,,,,,,,,,,,,,,,,
94,5058,,,,,,,,,,,,,,,,,,,,,,,,
96,5240,,,,,,,,,,,,,,,,,,,,,,,,
98,5068,,,,,,,,,,,,,,,,,,,,,,,,
100,4961,,,,,,,,,,,,,,,,,,,,,,,,
102,5175,,,,,,,,,,,,,,,,,,,,,,,,
104,5148,,,,,,,,,,,,,,,,,,,,,,,,
106,5153,,,,,,,,,,,,,,,,,,,,,,,,
108,5197,,,,,,,,,,,,,,,,,,,,,,,,
110,5490,,,,,,,,,,,,,,,,,,,,,,,,
112,5569,,,,,,,,,,,,,,,,,,,,,,,,
114,5242,,,,,,,,,,,,,,,,,,,,,,,,
116,5384,,,,,,,,,,,,,,,,,,,,,,,,
118,5534,,,,,,,,,,,,,,,,,,,,,,,,
120,5584,,,,,,,,,,,,,,,,,,,,,,,,
122,5509,,,,,,,,,,,,,,,,,,,,,,,,
124,5428,,,,,,,,,,,,,,,,,,,,,,,,
126,5740,,,,,,,,,,,,,,,,,,,,,,,,
128,5684,,,,,,,,,,,,,,,,,,,,,,,,
130,5554,,,,,,,,,,,,,,,,,,,,,,,,
132,6024,,,,,,,,,,,,,,,,,,,,,,,,
134,5723,,,,,,,,,,,,,,,,,,,,,,,,
136,5542,,,,,,,,,,,,,,,,,,,,,,,,
138,5721,,,,,,,,,,,,,,,,,,,,,,,,
140,5730,,,,,,,,,,,,,,,,,,,,,,,,
142,5727,,,,,,,,,,,,,,,,,,,,,,,,
144,5908,,,,,,,,,,,,,,,,,,,,,,,,
146,5918,,,,,,,,,,,,,,,,,,,,,,,,
148,5776,,,,,,,,,,,,,,,,,,,,,,,,
150,5845,,,,,,,,,,,,,,,,,,,,,,,,
152,6043,,,,,,,,,,,,,,,,,,,,,,,,
154,5885,,,,,,,,,,,,,,,,,,,,,,,,
156,5945,,,,,,,,,,,,,,,,,,,,,,,,
158,5917,,,,,,,,,,,,,,,,,,,,,,,,
160,6292,,,,,,,,,,,,,,,,,,,,,,,,
162,6173,,,,,,,,,,,,,,,,,,,,,,,,
164,5911,,,,,,,,,,,,,,,,,,,,,,,,
166,6024,,,,,,,,,,,,,,,,,,,,,,,,
168,6233,,,,,,,,,,,,,,,,,,,,,,,,
170,5949,,,,,,,,,,,,,,,,,,,,,,,,
172,6123,,,,,,,,,,,,,,,,,,,,,,,,
174,6189,,,,,,,,,,,,,,,,,,,,,,,,
176,6197,,,,,,,,,,,,,,,,,,,,,,,,
178,6397,,,,,,,,,,,,,,,,,,,,,,,,
180,6169,,,,,,,,,,,,,,,,,,,,,,,,
182,6326,,,,,,,,,,,,,,,,,,,,,,,,
184,6186,,,,,,,,,,,,,,,,,,,,,,,,
186,6392,,,,,,,,,,,,,,,,,,,,,,,,
188,6318,,,,,,,,,,,,,,,,,,,,,,,,
190,6321,,,,,,,,,,,,,,,,,,,,,,,,
192,6523,,,,,,,,,,,,,,,,,,,,,,,,
194,6661,,,,,,,,,,,,,,,,,,,,,,,,
196,6365,,,,,,,,,,,,,,,,,,,,,,,,
198,6740,,,,,,,,,,,,,,,,,,,,,,,,
200,6376,,,,,,,,,,,,,,,,,,,,,,,,
202,6672,,,,,,,,,,,,,,,,,,,,,,,,
204,6715,,,,,,,,,,,,,,,,,,,,,,,,
206,6615,,,,,,,,,,,,,,,,,,,,,,,,
208,6696,,,,,,,,,,,,,,,,,,,,,,,,
210,7141,,,,,,,,,,,,,,,,,,,,,,,,
212,6598,,,,,,,,,,,,,,,,,,,,,,,,
214,6761,,,,,,,,,,,,,,,,,,,,,,,,
216,6851,,,,,,,,,,,,,,,,,,,,,,,,
218,6721,,,,,,,,,,,,,,,,,,,,,,,,
220,6736,,,,,,,,,,,,,,,,,,,,,,,,
222,6922,,,,,,,,,,,,,,,,,,,,,,,,
224,6921,,,,,,,,,,,,,,,,,,,,,,,,
226,6996,,,,,,,,,,,,,,,,,,,,,,,,
228,6937,,,,,,,,,,,,,,,,,,,,,,,,
230,6893,,,,,,,,,,,,,,,,,,,,,,,,
232,7093,,,,,,,,,,,,,,,,,,,,,,,,
234,7117,,,,,,,,,,,,,,,,,,,,,,,,
236,6988,,,,,,,,,,,,,,,,,,,,,,,,
238,7087,,,,,,,,,,,,,,,,,,,,,,,,
240,7133,,,,,,,,,,,,,,,,,,,,,,,,
242,7188,,,,,,,,,,,,,,,,,,,,,,,,
244,7195,,,,,,,,,,,,,,,,,,,,,,,,
246,7185,,,,,,,,,,,,,,,,,,,,,,,,
248,7207,,,,,,,,,,,,,,,,,,,,,,,,
250,7264,,,,,,,,,,,,,,,,,,,,,,,,
252,7427,,,,,,,,,,,,,,,,,,,,,,,,
254,7249,,,,,,,,,,,,,,,,,,,,,,,,
256,7275,,,,,,,,,,,,,,,,,,,,,,,,
258,7290,,,,,,,,,,,,,,,,,,,,,,,,
260,7259,,,,,,,,,,,,,,,,,,,,,,,,
262,7303,,,,,,,,,,,,,,,,,,,,,,,,
264,7311,,,,,,,,,,,,,,,,,,,,,,,,
266,7616,,,,,,,,,,,,,,,,,,,,,,,,
268,7490,,,,,,,,,,,,,,,,,,,,,,,,
270,7412,,,,,,,,,,,,,,,,,,,,,,,,
272,7708,,,,,,,,,,,,,,,,,,,,,,,,
274,7385,,,,,,,,,,,,,,,,,,,,,,,,
276,7491,,,,,,,,,,,,,,,,,,,,,,,,
278,7659,,,,,,,,,,,,,,,,,,,,,,,,
280,7515,,,,,,,,,,,,,,,,,,,,,,,,
282,7589,,,,,,,,,,,,,,,,,,,,,,,,
284,7606,,,,,,,,,,,,,,,,,,,,,,,,
286,7707,,,,,,,,,,,,,,,,,,,,,,,,
288,7723,,,,,,,,,,,,,,,,,,,,,,,,
290,7663,,,,,,,,,,,,,,,,,,,,,,,,
292,7950,,,,,,,,,,,,,,,,,,,,,,,,
294,7859,,,,,,,,,,,,,,,,,,,,,,,,
296,7866,,,,,,,,,,,,,,,,,,,,,,,,
298,8177,,,,,,,,,,,,,,,,,,,,,,,,
300,7806,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Testing size of 8000000--------------,,,,,,,,,,,,,,,,,,,,,,,,,
2,5684,,,,,,,,,,,,,,,,,,,,,,,,
4,6200,,,,,,,,,,,,,,,,,,,,,,,,
6,5916,,,,,,,,,,,,,,,,,,,,,,,,
